filename,width,height,class,xmin,ymin,xmax,ymax
3702a7eb4c70d122bf5a2d2515bc6753,720,1016,F18,389,436,575,546
3702a7eb4c70d122bf5a2d2515bc6753,720,1016,F18,189,476,309,623
3702a7eb4c70d122bf5a2d2515bc6753,720,1016,F18,183,593,302,741
3702a7eb4c70d122bf5a2d2515bc6753,720,1016,F18,185,718,319,866
3702a7eb4c70d122bf5a2d2515bc6753,720,1016,F18,323,915,440,1016
3702a7eb4c70d122bf5a2d2515bc6753,720,1016,F18,487,965,700,1016
3702a7eb4c70d122bf5a2d2515bc6753,720,1016,F18,505,881,720,978
3702a7eb4c70d122bf5a2d2515bc6753,720,1016,F18,498,797,720,896
3702a7eb4c70d122bf5a2d2515bc6753,720,1016,F18,324,781,512,901
3702a7eb4c70d122bf5a2d2515bc6753,720,1016,E2,195,872,319,1016
3702a7eb4c70d122bf5a2d2515bc6753,720,1016,F35,395,554,563,653
3702a7eb4c70d122bf5a2d2515bc6753,720,1016,F35,428,660,585,776
370e0bbb7265f38f87306639c6a1c6c0,4096,2731,C130,2923,1251,3036,1292
3714905c31349908f467a3323d8b426e,1536,1024,V22,414,72,1285,505
3720b722b794b1458ff27576878ae5a2,1600,1068,RQ4,1,285,1484,806
3730d288a213dd7c434b22b1e83280c5,2048,1365,F4,1358,280,1603,414
3730d288a213dd7c434b22b1e83280c5,2048,1365,F4,1073,480,1319,613
37368c7e3b5a2e20ba783a5439767568,1080,718,A10,638,140,996,552
3740e3cc645bd8b8c982480ba3ccb32f,2048,1536,P3,928,710,1102,780
374698b9ea4110eece6249e7fad89acd,1920,1098,B52,358,440,695,511
3747aa2cd5bc1d139cb196088b88f001,1200,806,Be200,9,229,1185,472
37538125ac4ed291be459cc907b804f0,2968,1468,F18,2099,856,2158,935
37539dc8057bb001303ead30d8689796,1920,1370,US2,11,345,1920,1028
3754d4abc184eb00254ad263a8635253,2000,1334,J10,239,53,1795,1284
375708a2adad56bcaea9741cc595dd65,1800,1200,F15,1,1,1800,1122
375a3e8a58bc14255548793aa46c6ca6,1200,800,Su34,428,110,771,632
376005e0e27fa3a3b437a60c2e26a8c1,1500,1000,F4,760,305,911,357
376107993d19d4305b81fa15932a2bee,1200,1600,F35,551,818,681,898
3766de4ebc336233b63d9e81d1a1ab6f,2048,1362,US2,825,520,1222,777
37727f4f90a1d60c8c3f0cc251491ed0,1432,1754,F22,132,48,1432,1754
3773e6f16ed7f492b3a1812d48ed5b25,780,518,MQ9,290,345,595,419
377bcd3fa65e0ced86a26051603ec3ca,1200,800,F16,753,505,856,545
377bcd3fa65e0ced86a26051603ec3ca,1200,800,C17,575,357,1144,546
377bcd3fa65e0ced86a26051603ec3ca,1200,800,F18,222,485,541,571
377bcd3fa65e0ced86a26051603ec3ca,1200,800,A400M,13,367,568,552
377bcd3fa65e0ced86a26051603ec3ca,1200,800,EF2000,702,59,750,91
37864cde0d3e3724401bdb879b9c8db4,1280,853,Su34,776,69,1164,208
37864cde0d3e3724401bdb879b9c8db4,1280,853,Su34,566,144,1095,358
37864cde0d3e3724401bdb879b9c8db4,1280,853,Su34,88,363,937,705
37879e5b16d6feddd116fb078afe596e,1269,667,B2,401,364,838,484
378b71ee3957e6700f1b9c4f47acb1bc,1280,853,Tu95,468,124,565,219
378b71ee3957e6700f1b9c4f47acb1bc,1280,853,Tu95,571,218,665,312
378b71ee3957e6700f1b9c4f47acb1bc,1280,853,Tu95,620,79,716,174
37a2f54b03c770c10b0059ff8a366192,1200,900,US2,123,172,998,445
37a7c3377ce5c369885dc20fbf543f38,1515,855,C2,203,452,551,545
37ab6408f3d4339aa4f8bc9fc33f03ec,1280,945,F16,1,126,1275,689
37ad2adf8cc4c9e52103a89cbd8a2e02,1280,720,Su57,203,199,1193,433
37afaf1aaacccf0e19b5c262b0178b36,4096,2733,F18,1,1884,4096,2733
37b45a418738d2bde540aa5b61212cf2,1920,1276,F4,452,723,788,967
37b5e1e91d47b2f00b072a6a982c8a19,2048,1365,Vulcan,944,698,1065,737
37b7b1df3b825d210696c52aaf4d31ed,2048,1364,F22,1176,689,1452,995
37ba6053c9a8b31cad440914f6d53620,1500,1000,F15,504,261,1142,716
37bb5e98903afa85363c9fa0caa3e99f,640,1138,J20,1,578,627,819
37c4bc0b0fea79d9c16d65375ffa4198,1200,900,C130,346,360,721,502
37c597483a807f588780b7572782c088,3744,2674,Rafale,510,172,3488,2231
37cb5c555d1ac5146003634bdd77c04b,1920,1080,F35,163,493,999,717
37cb5c555d1ac5146003634bdd77c04b,1920,1080,F35,609,288,1775,745
37ccab543bd5d1875caa4c6fee167087,1059,848,V22,506,172,705,247
37cef25b6530c45a02acb1d30b56a15b,2000,1312,F14,185,379,688,594
37d0f72b678706a52d0e969c92f22879,5487,2049,E2,204,856,1067,1102
37d0f72b678706a52d0e969c92f22879,5487,2049,E2,834,809,1761,1078
37d0f72b678706a52d0e969c92f22879,5487,2049,E2,1511,768,2617,1061
37d0f72b678706a52d0e969c92f22879,5487,2049,E2,2570,712,3741,1047
37d0f72b678706a52d0e969c92f22879,5487,2049,E2,3507,659,5017,1026
37d2783f2a50a0f7b0fd4e8e7428499f,1024,683,Tu95,2,206,1019,479
37d339be6747e56cba1c54c315d47662,680,383,C2,89,144,625,287
37d3c3d542f19cb842afa97c5fdb643d,1280,715,C5,135,221,1251,505
37d45e15ca680c29da13a804cd1c789b,1024,698,F35,1,108,518,663
37d78054595122ad73952b422f66417a,1120,1115,F22,980,316,1120,400
37d78054595122ad73952b422f66417a,1120,1115,F22,709,385,991,559
37d78054595122ad73952b422f66417a,1120,1115,F22,449,528,726,750
37d78054595122ad73952b422f66417a,1120,1115,F22,191,692,460,887
37d78054595122ad73952b422f66417a,1120,1115,F22,1,847,180,1009
37df51a05732559b9de44265ea453a6c,1600,1200,Rafale,190,455,1424,946
37e01e6a8b05934d61bf41a0e869cb80,2048,1228,Tornado,25,335,2048,874
37f0347d74212fad336e95883feb4bdf,681,1023,F35,237,697,499,872
37f0347d74212fad336e95883feb4bdf,681,1023,F35,201,415,433,549
37f0347d74212fad336e95883feb4bdf,681,1023,F35,183,179,394,291
37f5c1a7d2c58c9252b44e47e754004a,1800,1205,YF23,156,336,1592,750
37f67569aef71904fcdf2ffd58e90eff,1880,2840,F15,212,368,1788,1468
37f6a8154ea9c161078cb845ca9a1e80,3800,2534,C2,194,544,3771,1792
37f6a8154ea9c161078cb845ca9a1e80,3800,2534,C2,3049,1412,3800,1748
37f943403f30688c913e98c6b7820791,3461,2445,F16,169,513,3377,1689
37fc8344a2a59ce5f954aba10a16598c,3872,2592,F18,757,1066,1677,1778
37fc8344a2a59ce5f954aba10a16598c,3872,2592,F18,1308,870,2052,1665
37fc8ca6fecd66dea451b5944e4016f9,1200,674,Tornado,454,121,595,181
37fc91ef0ea8221adda92c6c38dc1b4c,1100,822,F16,193,181,862,729
37fdd810a2cb22d02eef35b8c4040c0a,946,2048,F15,60,266,871,1417
38146a6357e2f6674fe5341095d96785,1280,815,E2,834,1,1024,335
3816e44c0be86a50b03fe8022ec64356,1903,1395,F16,150,295,1592,1066
381803803a863f7edb8ff1604713dc26,1080,864,F117,218,159,812,624
381c90b4aafd01ea0dd9e53283a20958,3675,3051,Vulcan,1647,166,2638,363
381e9d9cb823eb20ca33cac94f16557a,1200,797,US2,483,331,585,363
3825cf308a78ccffb326be0572042930,1618,1080,C2,325,86,859,330
3825cf308a78ccffb326be0572042930,1618,1080,C2,869,306,1375,510
3825cf308a78ccffb326be0572042930,1618,1080,C2,523,679,972,840
3825cf308a78ccffb326be0572042930,1618,1080,C2,254,926,672,1064
382ad03a14a9be9451ac1e8d3435693c,950,554,P3,29,147,934,358
382e2909bfcad90c04578dd560b64996,564,445,F117,54,78,501,413
3830e3c73667c80be0ec179298f6bc61,292,171,C130,16,30,278,129
383998c919de23d11a6636bdf4e6c9d2,1600,1067,F18,147,417,1054,813
383998c919de23d11a6636bdf4e6c9d2,1600,1067,F18,425,313,1538,775
383e75e5faada74348cc9d6eb19e0373,1486,989,B2,53,375,576,483
383f8c345a191f644479a22ac6f4d3f5,4173,2782,V22,1114,923,3819,2056
3841f596820f959b65d21407c2c11ded,1618,1080,C2,98,308,1283,711
384f1d92ccfeebb0a000bfdd7be13b24,4096,2304,F35,761,1001,1951,1579
384f2e2c833315209ad360975e19328d,2048,1536,A400M,497,161,1183,870
385716f5370a89b03e0846e239738497,2870,1890,Tornado,1461,343,2686,694
385716f5370a89b03e0846e239738497,2870,1890,Tornado,1,991,1350,1397
385a5866d2fe43bef6156c61e5052c46,3482,2319,C17,2027,830,2163,898
385ddbe198bba1049d5d282585d81e35,1800,1200,KC135,683,72,1479,388
386089e177bce2b208706dce68e7a6d9,844,546,SR71,290,243,549,303
3864fe810507fe459e19cd43b781f0a0,680,451,Su57,27,128,656,301
386fb55aadc95cc166bcf80f7c39f603,1920,1280,F15,16,93,1920,1213
3870d1349d106173d626ce9a1d4ca56d,1366,911,F16,684,520,1303,762
38730c74fa91ecea489ab7ce708fd53c,4802,3598,B2,1254,1268,3239,2748
38781ae6bcfd5ad9fac863cc43331314,1000,667,Tu160,85,50,906,596
387900a447ff5f914f175584d70057d9,2131,1546,F117,68,70,2098,1524
38818559bff9154f1c358b1943960ab3,4096,2731,F15,2008,565,2802,859
3881f52041e7d6f1bec499586bef6855,1920,1080,B52,938,419,1421,507
388b805678a45e7be1ebd48d6a467571,1024,768,F15,7,208,1022,523
38a210680125a8cd0949901082785072,1280,852,B52,844,184,930,227
38a6d9d7db323b1edcf16a0f78cb6dba,1920,1080,C2,117,263,278,313
38a6d9d7db323b1edcf16a0f78cb6dba,1920,1080,C2,121,554,276,604
38a6d9d7db323b1edcf16a0f78cb6dba,1920,1080,C2,120,857,277,910
38a7eda9a391b08d6083033900c34ac9,611,344,A10,175,1,448,343
38b00e7a1abc458ed1e89fed111b66f6,2000,1333,J20,199,179,1690,1200
38b315eb08aaf25ee423da0586061f95,2000,1490,J20,94,26,1036,1321
38b315eb08aaf25ee423da0586061f95,2000,1490,J20,848,262,1892,1490
38b565a1c20f7a059dc57f308a47cf5b,1965,2400,C17,741,202,1012,314
38b5e118ff6a2ac02a79301e27d1b96b,2048,1152,F4,78,537,1219,905
38ba2c7b5c104c952ae6592f12975e55,1199,800,C130,469,332,686,418
38bbb4ab2dfe156c75fcb4396e3b02f0,2048,1366,KC135,34,284,1995,770
38bf2441883219c4e29c393890c1c6bb,3000,1713,B52,192,339,2319,1050
38bfdf54ecac26648ceea4f42b301b44,1200,675,AG600,258,318,786,477
38c6340c2d5e5efd2a7bf237b55cd2a9,900,1200,A10,529,493,589,549
38ca1295b22e483dcbac9f72da718ba7,1067,1600,SR71,197,658,731,1000
38d143918401f4dd5b8ffd18709052a3,3769,2513,Vulcan,159,196,3448,2290
38d7804ebc2032792429a6899790f113,1400,1065,Rafale,103,317,1307,861
38dbc9ec932a7bdff4f796727135102e,1800,1429,YF23,88,372,1398,793
38de8c43778d7ec827d5681230e19a42,3395,1132,B1,932,544,1698,738
38de8c43778d7ec827d5681230e19a42,3395,1132,B1,1542,560,2044,737
38de8c43778d7ec827d5681230e19a42,3395,1132,B1,1827,567,2279,733
38de8c43778d7ec827d5681230e19a42,3395,1132,B1,2088,578,2497,731
38ecabc861336b24b5e6c587efeec108,1920,1371,A10,547,163,708,346
38f01ddb99ccb92ac9f0061c13e003a6,3520,1824,Tornado,1352,296,1397,341
38f4024139d580f68ecb1ddfbf15209b,5184,3456,Be200,1804,1462,3548,1941
38fa087f8f6028e86c4242fec7f2b863,2455,1158,B2,930,487,1458,697
38fda037258f312232feb3ddad5d55e5,1234,925,U2,1,409,1234,925
38fda037258f312232feb3ddad5d55e5,1234,925,U2,164,82,985,451
38fda037258f312232feb3ddad5d55e5,1234,925,U2,661,48,1154,338
3904beb6e94bd16c0169feafd06b5597,1000,541,RQ4,403,45,870,231
3910e0a68ba628623a765e4575f50802,1990,1168,C130,251,96,538,289
3912021c29903f46c78ae31edbe50614,1280,720,F35,537,148,754,272
391908d20a78bad2e94a13fd7f786946,640,450,C130,135,94,617,238
391bcb6cddc68d18b21772541d81b02a,1242,1119,J20,500,422,687,610
391dd9d454e33d084af2bd75e75cf683,2048,1365,V22,103,775,1292,1128
392088cfb81ea556ef86aa3d0268dfc7,4096,2731,Tornado,3071,1941,3342,2141
392088cfb81ea556ef86aa3d0268dfc7,4096,2731,Tornado,2963,1602,3228,1804
392088cfb81ea556ef86aa3d0268dfc7,4096,2731,Tornado,1931,1306,2013,1369
392088cfb81ea556ef86aa3d0268dfc7,4096,2731,Tornado,1965,1410,2047,1472
392863a2f273854e6e72d9876a5bb4cc,800,600,F117,294,306,520,490
392863a2f273854e6e72d9876a5bb4cc,800,600,C5,36,16,800,472
392c000b348b5144256e697495714a1d,1207,699,SR71,122,101,937,421
392fbc5858b44ccb89b79c6a9a07fb01,1000,516,B2,1,94,1000,387
39316b04c7d65fd26e95ff4c3fa1100f,1080,720,AG600,110,149,1080,395
3933de96baf342e1bca9646630b35b85,1070,674,Su34,47,14,852,328
3933de96baf342e1bca9646630b35b85,1070,674,Su34,1,128,1070,592
39377e8fc517db09f1d3f4917afba2d8,1200,800,US2,445,354,685,456
393c75e4410468d4a61a8bc8059b594b,900,616,F35,418,326,450,339
393fdb72c8d0e7cb61cf433555bd149d,4067,2711,Mirage2000,1129,172,3471,2424
393ff29b0978ed06efe8911631e1791e,2953,2000,F16,1178,918,1326,1062
393ff29b0978ed06efe8911631e1791e,2953,2000,F16,546,1339,1012,1867
393ff29b0978ed06efe8911631e1791e,2953,2000,F16,1981,845,2458,1247
393ff29b0978ed06efe8911631e1791e,2953,2000,F16,732,125,2359,1508
393ff29b0978ed06efe8911631e1791e,2953,2000,F16,920,920,1098,1072
393ff29b0978ed06efe8911631e1791e,2953,2000,F16,263,417,1049,1136
3940b4c22594f59d7f0401f602598784,2560,1440,JAS39,1450,420,1923,938
394cc75e38e3029695aa855e40ed46a3,1400,933,F15,890,580,1082,861
39545329e4c5d6d4fccebaeb6ca1b253,2048,1365,Tornado,177,336,1864,1095
395a9b5d5216872b8efb87b41db10979,960,640,MQ9,44,135,918,458
3964c36617874d442ccb669cbb46ee41,5472,3648,U2,3635,1589,5161,2035
396d0695f7fb20973e353d8474d81e3e,1920,1280,F16,1243,483,1326,524
397111ac8985b53d25accacdf21c6103,1067,1600,U2,240,1153,386,1213
3973b07e7a9ea855dcf68835bc809498,1776,999,C130,185,98,1632,573
397807951700fca2e5b19ba4d2071988,1920,1280,Tornado,1320,797,1732,1096
397807951700fca2e5b19ba4d2071988,1920,1280,Tornado,963,604,1000,629
397cfa50b69d5733b0f4c04b63a3ae04,3456,2160,J20,1,734,3385,2160
397d1a5aa522b105002041e5fd900b8f,2000,1334,J10,724,770,1327,965
397d465e55d706302e35203b7c7fc169,2126,1538,Be200,1084,880,2126,1164
397d465e55d706302e35203b7c7fc169,2126,1538,Be200,623,549,1826,878
39833b2e7bd0c4a7bf715608ba65011f,2048,1362,JAS39,88,667,855,891
398c1314349535bb4923570aee71221b,986,1500,SR71,10,42,862,187
39900e91b562f0c5ae333c4b8b646989,1200,675,C130,66,24,775,319
39a04dd5265a89383562095cbc28ca78,1645,1097,F14,1,1,1570,965
39a136b3f60eec67d3be234eb5563049,3493,3493,AV8B,729,123,2531,3206
39a3bed876906d664e142593ade7b94e,853,1280,F4,144,392,672,607
39a6e0567b476b68b2d2fbc7ac3ff208,1076,799,AG600,5,17,1063,624
39aae9268c67ca61fdfa8117c0bdf3ae,790,444,JAS39,84,54,243,249
39ae516b5f7a54cca0d9b1038564487c,1705,2434,F18,78,346,1591,2152
39b426d900852949cc9d71c3501d36d7,1000,593,Be200,360,185,800,305
39bc59a58f322271b12a84dfb9a7ce9c,1200,1200,US2,220,177,1045,997
39c6cd11a6fa7dc81f019099b74cfe50,885,700,F16,79,200,529,454
39c6cd11a6fa7dc81f019099b74cfe50,885,700,F16,258,182,843,464
39cbb1371069c0ff1fe2e05fcc81509f,696,1000,YF23,432,261,696,354
39cbb1371069c0ff1fe2e05fcc81509f,696,1000,YF23,53,551,696,990
39e0381e51552c1d25dd0934eb0a8744,4096,2150,C17,36,154,3629,1227
3a000937ac4da219f1e4cdbf3586ac50,564,698,F4,276,325,475,398
3a000937ac4da219f1e4cdbf3586ac50,564,698,F4,132,200,296,258
3a0597a8cd1de3998d8cd4c8b7f22e5a,1280,858,F14,340,396,447,428
3a0cdd78f1de2b33bdb4eb74aa1cc837,2048,1463,F14,43,298,2001,1090
3a0e0487d4bf7ec7fcf9316f07ba19c3,564,576,SR71,263,315,331,419
3a1063912d20a396140a61b0c8055542,2048,1536,US2,734,825,974,900
3a10f265163ddb381da9bdde7d8ff934,1600,1043,SR71,575,394,1479,520
3a11a8a8cf08ed4489570f879789fe38,1400,1750,JAS39,360,1220,627,1621
3a11a8a8cf08ed4489570f879789fe38,1400,1750,JAS39,789,1227,1056,1627
3a11a8a8cf08ed4489570f879789fe38,1400,1750,JAS39,901,742,1150,1096
3a11a8a8cf08ed4489570f879789fe38,1400,1750,JAS39,265,753,514,1099
3a11a8a8cf08ed4489570f879789fe38,1400,1750,JAS39,586,511,825,840
3a11a8a8cf08ed4489570f879789fe38,1400,1750,JAS39,299,292,531,591
3a11a8a8cf08ed4489570f879789fe38,1400,1750,JAS39,879,296,1109,594
3a11a8a8cf08ed4489570f879789fe38,1400,1750,JAS39,597,91,819,368
3a261b0e326d2ded5c86567ade196d85,1194,791,Mig31,966,307,1194,386
3a261b0e326d2ded5c86567ade196d85,1194,791,Mig31,754,312,1166,429
3a261b0e326d2ded5c86567ade196d85,1194,791,Mig31,419,314,1008,483
3a261b0e326d2ded5c86567ade196d85,1194,791,Mig31,18,336,829,618
3a2f2019dbb9acab63411d6277bace54,1080,720,AG600,445,109,884,204
3a3074fb58c3e1c5e16c4404fb4622f7,2517,1687,F18,2086,563,2293,664
3a38ac9cdb66929f9537f9a3a5599c76,6000,4000,KC135,2352,1678,3527,2241
3a3be3cb54e8d99ce42cebfc8c9375bb,595,397,Su24,245,84,293,110
3a48fd7875a0fc63037eeecc748c38dc,4080,3072,C5,1537,1122,2101,1404
3a4bd7964915d7011d8833f64817aa88,650,489,F22,8,1,251,184
3a4bd7964915d7011d8833f64817aa88,650,489,F22,266,16,612,149
3a4bd7964915d7011d8833f64817aa88,650,489,Su57,268,188,625,318
3a4bd7964915d7011d8833f64817aa88,650,489,Su57,31,193,233,323
3a4bd7964915d7011d8833f64817aa88,650,489,YF23,272,370,632,470
3a4bd7964915d7011d8833f64817aa88,650,489,YF23,16,327,240,476
3a569399a568cc4f0c8e903f0b3aa055,4352,2448,Mig31,1066,224,3511,2038
3a56bf0f6c99f14dc1b2963b5f20623a,5568,3712,F4,686,706,4922,2459
3a56bf0f6c99f14dc1b2963b5f20623a,5568,3712,F4,84,596,5057,3008
3a56ce55f8b49b4fd01ff406e67b57cf,1199,800,C17,62,423,540,602
3a56ce55f8b49b4fd01ff406e67b57cf,1199,800,C5,334,343,1153,609
3a56ce55f8b49b4fd01ff406e67b57cf,1199,800,C130,555,431,1045,603
3a57e2eb1c78d8d71fa8231c2482fc77,3317,1927,E2,1857,969,2892,1271
3a57e2eb1c78d8d71fa8231c2482fc77,3317,1927,F18,232,1071,723,1302
3a6077c5a12f775d3e263d3ca0ffa896,680,453,C2,94,164,589,333
3a669e99cdb4a2bdedd647c31ccdd385,2048,1317,F22,1,11,1501,744
3a6eda04e2eb57820486be041b8b28fa,947,1002,Vulcan,171,170,721,905
3a73bc50e16b6edbd8780ab3b1d7f9d5,1023,735,F35,1,1,912,735
3a75905db7c194ec1bba1c95b3ed45ae,900,1200,V22,407,616,495,692
3a7daace422d0bba2477561e2fee1c25,2000,1333,US2,294,571,821,722
3a7f47929c4f1bba708df75d9ab131cd,1080,605,AG600,281,167,772,460
3a7fa5cec465d97590b00f74282ec51a,1024,683,Su24,41,232,284,282
3a7fa5cec465d97590b00f74282ec51a,1024,683,Su24,747,399,960,444
3a84135f54ef59dcd371c0352e4eb07b,1280,865,F14,396,89,752,502
3a894ae0f1dc2f54be760d5aca0f6fcc,2100,1500,AV8B,137,75,1443,670
3a894ae0f1dc2f54be760d5aca0f6fcc,2100,1500,AV8B,398,263,1933,1061
3a95e2b8da2919eef66654753b3d212c,1500,1000,US2,588,351,1003,593
3a970f33737467c69802d34de72234cd,3000,2143,B1,49,260,2982,1779
3a97dc2c257c7bd45cb73074b470f12f,1200,800,US2,339,180,868,602
3aa0c82338e474256cb9dede0e1d4671,1000,667,C17,356,197,890,327
3aa11c231f9c6f8867f9bb296a205857,3873,2927,F18,319,1439,3499,2790
3aa11c231f9c6f8867f9bb296a205857,3873,2927,F18,712,690,2676,1254
3aa11c231f9c6f8867f9bb296a205857,3873,2927,F18,1188,82,2341,839
3aa11c231f9c6f8867f9bb296a205857,3873,2927,F18,433,366,1075,1158
3aa4c5f47fba2556b1437c4717521e3b,1062,1062,C5,165,285,791,642
3aabf8bf772165957ce8612b36a7b77b,720,1280,F117,219,255,357,322
3aba03b8a5fbc3c3d62e4e3e31acb78f,666,812,F22,54,671,125,790
3aba03b8a5fbc3c3d62e4e3e31acb78f,666,812,F22,48,522,118,640
3aba03b8a5fbc3c3d62e4e3e31acb78f,666,812,F22,46,368,117,481
3aba03b8a5fbc3c3d62e4e3e31acb78f,666,812,F22,60,240,131,340
3aba03b8a5fbc3c3d62e4e3e31acb78f,666,812,F22,90,138,163,216
3aba03b8a5fbc3c3d62e4e3e31acb78f,666,812,F22,144,81,225,145
3aba03b8a5fbc3c3d62e4e3e31acb78f,666,812,F22,209,49,299,93
3aba03b8a5fbc3c3d62e4e3e31acb78f,666,812,F22,294,40,383,74
3aba03b8a5fbc3c3d62e4e3e31acb78f,666,812,F22,375,53,468,88
3aba03b8a5fbc3c3d62e4e3e31acb78f,666,812,F22,436,87,528,152
3aba03b8a5fbc3c3d62e4e3e31acb78f,666,812,F22,499,153,577,254
3aba03b8a5fbc3c3d62e4e3e31acb78f,666,812,F22,542,240,613,354
3aba03b8a5fbc3c3d62e4e3e31acb78f,666,812,F22,558,342,630,442
3aba03b8a5fbc3c3d62e4e3e31acb78f,666,812,F22,542,438,615,509
3aba03b8a5fbc3c3d62e4e3e31acb78f,666,812,F22,483,496,555,546
3aba03b8a5fbc3c3d62e4e3e31acb78f,666,812,F22,401,528,476,568
3aba03b8a5fbc3c3d62e4e3e31acb78f,666,812,F22,320,530,397,566
3abdd7efc2dc6fee39afbbdaec846db8,5120,3414,C2,3938,740,4354,937
3ac3fa047491380f700c0932b45689da,1200,800,Su25,377,52,781,352
3ac3fa047491380f700c0932b45689da,1200,800,Su25,411,342,661,488
3ac3fa047491380f700c0932b45689da,1200,800,Su25,460,530,592,593
3ac3fa047491380f700c0932b45689da,1200,800,Su25,466,477,626,574
3ac43bcf91a898e3c87659506ff80728,1280,854,E2,13,189,815,618
3ad292ede25676eb7732d3784ba736d2,1280,853,F35,344,98,673,170
3ad292ede25676eb7732d3784ba736d2,1280,853,B2,359,377,656,419
3ad292ede25676eb7732d3784ba736d2,1280,853,B2,794,802,913,828
3ad292ede25676eb7732d3784ba736d2,1280,853,F15,531,146,1150,284
3ad2b316c13bfc7f48efb26ba53d5ea5,1200,799,U2,94,249,1200,563
3ad33ea52040119bb27776ce509ce1a1,720,1280,F35,613,433,649,463
3ad4b63d14c119c007e0ffb1ce622ea0,3888,2592,V22,1963,1039,2214,1209
3ad56c1f046b94593608c8a83d92a2fd,2048,1353,B52,1268,575,1526,644
3ad56c1f046b94593608c8a83d92a2fd,2048,1353,B52,440,996,583,1030
3ad7d6b52f4496f11ed3afc30e541cbc,1200,952,F35,80,65,1013,554
3ad8d96eb2cdee0f621f20dc1648dbaa,3456,2304,US2,1214,1016,2190,1329
3adb1f8ecd6c992a2005c4eb7bc80d2c,1280,1012,XB70,1,468,1280,861
3adc9f48a22f74689277315b4b9a364c,1906,1450,Su34,1,216,437,564
3adc9f48a22f74689277315b4b9a364c,1906,1450,Su34,686,216,1906,703
3adc9f48a22f74689277315b4b9a364c,1906,1450,Su25,1,242,1894,1171
3adc9f48a22f74689277315b4b9a364c,1906,1450,Su34,15,216,1048,568
3ae7bab6ae7538b4fd33f9d70d49f13d,2100,1474,B1,1592,841,1951,1182
3ae7bab6ae7538b4fd33f9d70d49f13d,2100,1474,B1,648,746,926,902
3aea1af6634b9efdd5c18912cba26ead,640,430,V22,61,95,476,279
3aeba3fcf679e04633369c3f2694e707,2048,1366,F15,331,186,1809,1119
3afd717db75f12e77a070828ba32d75a,3070,1591,Tornado,365,823,632,986
3afdfe74da6e88959d6acf55065726ce,680,453,C2,89,141,488,265
3b0209ad21bc2701bf769eb7ad133a43,1280,643,C17,1,38,1254,532
3b066d5eba91999fa831213b220dccca,3294,1853,US2,53,558,3245,1389
3b0c9e865b28841c4b82850923cbbf2f,1782,1119,Su57,1,63,1782,1106
3b10a1c39bb2c5a313dfe629c975cb60,700,468,Tu160,13,169,688,322
3b10ef16cb993bb51767a790a2b95b01,2048,1365,F15,28,680,658,907
3b10ef16cb993bb51767a790a2b95b01,2048,1365,F15,238,249,2048,1247
3b16139fbe4dea9938bfae84194dd491,1600,1132,SR71,856,870,1315,1005
3b169fc9d0e80de710afd1080e3f5fde,640,324,AG600,49,63,611,223
3b191cc8e29bef6abb9d258187868022,2883,1686,C17,540,1339,717,1534
3b1a6a9e6d64166d0dd15ea711438a9a,1536,1024,F22,942,198,1091,243
3b1c46c9720655a31ed80041d32731e4,1080,718,F4,2,151,994,388
3b1c46c9720655a31ed80041d32731e4,1080,718,F4,174,402,1080,611
3b1d1160093f537bf8ab5a01f73612e5,600,398,US2,19,122,599,357
3b1e41b1ea571e1bf1e24d36033afe89,564,725,Rafale,79,279,489,695
3b1e41b1ea571e1bf1e24d36033afe89,564,725,Mirage2000,192,98,402,267
3b211b9e7217278d5c2b62dcd4039152,829,663,XB70,128,235,760,348
3b22fa8035af3a6052028950d9903830,4256,2832,B1,1765,1622,3955,2053
3b26bb4a510a022b97e281f4fe26e4eb,1536,2048,C2,862,560,933,638
3b26bb4a510a022b97e281f4fe26e4eb,1536,2048,C2,1099,424,1163,508
3b2876639a6e982ef58039eae1fd53e0,1200,800,A400M,148,418,1168,690
3b2e99590d9a9f261db5386f8652b737,2048,1365,A400M,666,244,1881,554
3b38a6e34b00b9701a2482d7c0462cb6,5760,3840,AV8B,1052,1364,2559,1897
3b3994e50780596a44614aa670d3472a,800,800,C130,143,362,716,761
3b3994e50780596a44614aa670d3472a,800,800,C130,64,20,668,231
3b3ab1ff2e2e3a646f12c585289864d9,1080,727,US2,191,59,470,152
3b3d60d8742a8bfbaf368772aaec46d2,1280,960,Su34,1,232,1136,518
3b454c179695f61f60c6a5012e40d65f,1500,1000,C130,621,320,868,405
3b4607e0a06f943d5347bc4eacad04de,900,601,XB70,1,270,886,415
3b47b6a44262b2428b437c4683979f2b,1332,1365,F35,610,449,970,679
3b4972982a5aac85c7624caca71274a7,1162,1781,A10,1,239,1162,1715
3b4972982a5aac85c7624caca71274a7,1162,1781,F15,451,105,1102,493
3b4bce1644fb81d9a220c63b50ee37c5,1024,677,US2,1,104,1024,571
3b4d8522ea54d7864807a559d49c6f40,1200,675,V22,1,23,726,366
3b4d8522ea54d7864807a559d49c6f40,1200,675,V22,800,279,1120,414
3b50200fea5682f0eb812db392020507,2048,1362,A10,629,596,1673,901
3b50620d94b81da7b2957cf879b0d143,1096,1600,F16,110,27,1096,1600
3b59573dd81643aecbd02c9b2161bdcc,1200,803,E2,50,225,1187,573
3b5e574e93ec56d7b1228702ffba18e3,2719,1820,Mig31,613,953,934,1141
